,location_name,vehicle,value_description,nutrient,n_data_points,value_means
1250,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,vitamin a,2,"[33.1, 33.1]"
1251,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,vitamin b1,2,"[33.1, 33.1]"
1252,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,vitamin b12,2,"[33.1, 33.1]"
1253,United Republic of Tanzania,wheat flour,percent of population eating fortified vehicle,zinc,2,"[33.1, 33.1]"
1265,Vietnam,oil,percent of population eating fortified vehicle,vitamin a,0,[nan]
1266,Vietnam,oil,percent of population eating fortified vehicle,vitamin d,0,[nan]
1278,Vietnam,wheat flour,percent of population eating fortified vehicle,folic acid,0,[nan]
1279,Vietnam,wheat flour,percent of population eating fortified vehicle,iron,0,[nan]
1280,Vietnam,wheat flour,percent of population eating fortified vehicle,vitamin a,0,[nan]
1281,Vietnam,wheat flour,percent of population eating fortified vehicle,vitamin b1,0,[nan]
1282,Vietnam,wheat flour,percent of population eating fortified vehicle,vitamin b12,0,[nan]
1283,Vietnam,wheat flour,percent of population eating fortified vehicle,zinc,0,[nan]
